"ID","Player","Team","Position","Prim Pos","RkOv","Status","Age","Salary","Contract","Score","Ros","+/-","GP","Pt-D","G","A","2G+A","PIM","SOG","STP","Hit","Blk","TK/GV","Cor"
"*04ln0*","Mikko Kokkonen","TOR","D","D","4316","FA","25","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mhk*","Timur Kol","CAR","D","D","4317","FA","19","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0058f*","Chad Kolarik","(N/A)","F","F","4318","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03akk*","Milan Kolena","(N/A)","F","F","4319","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*022i9*","David Kolomatis","(N/A)","D","D","4320","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*005k8*","Sergei Kolosov","(N/A)","D","D","4321","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*072pe*","Nikita Koltsov","(N/A)","F","F","4323","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f82*","Pavel Koltygin","NSH","F","F","4324","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02jq3*","Leo Komarov","(N/A)","F","F","4325","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*062si*","Vsevolod Komarov","BUF","D","D","4326","FA","22","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02j3t*","Matthew Konan","(N/A)","D","D","4327","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qzg*","Jachym Kondelik","(N/A)","F","F","4328","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003df*","Maxim Kondratiev","NYR","D","D","4329","FA","43","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ny1*","Jakub Konecny","(N/A)","F","F","4330","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06spz*","Mads Kongsbak Klyvo","FLA","F","F","4331","FA","18","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003kk*","Petri Kontiola","(N/A)","F","F","4335","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060ws*","Evan Konyen","(N/A)","F","F","4336","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c9b*","Bogdan Konyushkov","MTL","D","D","4337","FA","23","1,000,000","FA","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042wo*","Jack Kopacka","OTT","F","F","4340","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rup*","Tyler Kopff","BUF","F","F","4341","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03bx4*","Gasper Kopitar","(N/A)","F","F","4342","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r00*","Matthew Kopperud","(N/A)","F","F","4343","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tqm*","Ryder Korczak","TBL","F","F","4344","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04iwa*","Juho Korhonen","(N/A)","D","D","4347","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02qsf*","Dmitry Korobov","(N/A)","D","D","4349","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060nq*","Arseni Koromyslov","STL","D","D","4350","FA","22","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rjh*","Nikita Korostelyov","CBJ","F","F","4351","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0055p*","Sergei Korostin","DAL","F","F","4353","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mcs*","Matvei Korotky","STL","F","F","4354","FA","20","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0040o*","Lauri Korpikoski","(N/A)","F","F","4356","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yqb*","Egor Korshkov","FLA","F","F","4357","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ug7*","Jakub Kos","FLA","F","F","4358","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mmv*","Ondrej Kos","STL","F","F","4359","FA","20","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rr0*","Fabio Kose","(N/A)","D","D","4360","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oj7*","Landon Kosior","(N/A)","D","D","4362","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u33*","Valtteri Koskela","(N/A)","D","D","4363","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04fjd*","Jesse Koskenkorva","(N/A)","F","F","4364","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02npv*","Scott Kosmachuk","(N/A)","F","F","4367","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*072ix*","Anton Kosolapov","(N/A)","F","F","4368","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0440s*","Ivan Kosorenkov","SJS","F","F","4369","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02fzn*","Yaroslav Kosov","FLA","F","F","4370","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03enc*","Kalle Kossila","(N/A)","F","F","4371","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06clm*","Kristian Kostadinski","BOS","D","D","4373","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031q0*","Jan Kostalek","(N/A)","D","D","4374","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u3d*","Dmitri Kostenko","MTL","D","D","4375","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051ux*","Michael Koster","(N/A)","D","D","4377","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0457h*","Klim Kostin","(N/A)","F","F","4379","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003vk*","Andrei Kostitsyn","(N/A)","F","F","4380","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003vl*","Sergei Kostitsyn","(N/A)","F","F","4381","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0056k*","Michael Kostka","(N/A)","D","D","4382","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*071qi*","Alex Kostov","NSH","F","F","4383","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tyt*","Jesperi Kotajarvi","(N/A)","D","D","4385","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f1b*","Kasper Kotkansalo","DET","D","D","4386","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04r7d*","Vladislav Kotkov","SJS","F","F","4387","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04l3y*","Brenden Kotyk","(N/A)","D","D","4388","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03l0p*","Patrick Koudys","WSH","D","D","4389","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kii*","Miles Koules","EDM","F","F","4390","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qzd*","Demetrios Koumontzis","CGY","F","F","4391","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04m62*","Dmitri Koutsomitis","(N/A)","D","D","4392","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mez*","Greg Koutsomitis","(N/A)","F","F","4393","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pu7*","Rilen Kovacevic","COL","F","F","4394","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rfd*","Robin Kovacs","(N/A)","F","F","4395","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003eq*","Ilya Kovalchuk","(N/A)","F","F","4396","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04r0p*","Nikolai Kovalenko","(N/A)","F","F","4397","FA","26","1,000,000","FA","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03avx*","Jan Kovar","(N/A)","F","F","4399","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06puc*","Carter Kowalyk","CAR","D","D","4401","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rrm*","Lukas Kozak","(N/A)","D","D","4402","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01dy4*","Andrew Kozek","(N/A)","F","F","4403","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r3v*","Alexei Kozhevnikov","(N/A)","D","D","4404","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04fq1*","Ivan Kozlov","(N/A)","F","F","4405","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01n7k*","Brandon Kozun","COL","F","F","4407","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004b7*","Lukas Krajicek","(N/A)","D","D","4409","FA","43","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04r09*","Filip Kral","PIT","D","D","4410","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yjj*","Nico Krammer","(N/A)","F","F","4411","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051xi*","Jami Krannila","(N/A)","F","F","4412","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xxl*","Loke Krantz","SEA","F","F","4413","FA","18","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03edm*","Pavel Kraskovsky","(N/A)","F","F","4415","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*024dk*","Vadim Krasnoslobodtsev","(N/A)","F","F","4416","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04gep*","Renars Krastenbergs","(N/A)","F","F","4417","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rj0*","Kalle Kratz","(N/A)","F","F","4418","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*048xy*","Adam Krause","PIT","F","F","4420","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rrp*","Dennis Kravchenko","(N/A)","F","F","4421","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ld8*","Vitali Kravtsov","(N/A)","F","F","4422","FA","26","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u3r*","Dru Krebs","(N/A)","D","D","4425","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e5l*","Daniel Krejci","(N/A)","D","D","4426","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*061kr*","Karel Krepelka","(N/A)","D","D","4427","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003rt*","Kamil Kreps","(N/A)","F","F","4428","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xkv*","Braeden Kressler","TOR","F","F","4429","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yki*","Emil Kristensen","(N/A)","D","D","4430","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01gjp*","Danny Kristo","(N/A)","F","F","4431","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*061jt*","Bogdan Krokhalyov","(N/A)","D","D","4433","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oie*","Maxim Krovyakov","(N/A)","F","F","4434","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*026kt*","Justin Krueger","(N/A)","D","D","4435","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ib8*","Torey Krug","STL","D","D","4436","FA","34","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01npm*","Marcus Kruger","(N/A)","F","F","4439","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0637s*","Martins Kruklitis","(N/A)","D","D","4440","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01mlv*","Bjorn Krupp","(N/A)","D","D","4441","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04r00*","Brandon Kruse","VGK","F","F","4442","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kql*","Alex Krushelnyski","CHI","F","F","4443","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03d07*","Yevgeni Krutikov","(N/A)","F","F","4444","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o6q*","Michael Krutil","(N/A)","D","D","4445","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mpe*","Andrei Krutov","CAR","F","F","4446","FA","19","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04r19*","Christian Krygier","(N/A)","D","D","4447","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04r1d*","Cole Krygier","FLA","D","D","4448","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03w5p*","Chad Krys","(N/A)","D","D","4449","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06awx*","Luke Krys","DAL","D","D","4450","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031ur*","Dominik Kubalik","(N/A)","F","F","4451","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01ujl*","Tomas Kubalik","(N/A)","F","F","4452","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04l7v*","Jeff Kubiak","(N/A)","F","F","4453","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05lum*","Simon Kubicek","(N/A)","D","D","4454","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04kwo*","Adam Kubik","(N/A)","F","F","4455","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xyw*","Radek Kucerik","(N/A)","D","D","4456","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xwf*","Matous Kucharcik","BUF","F","F","4457","FA","19","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04auc*","Vadim Kudako","(N/A)","D","D","4459","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004m4*","Tomas Kudelka","(N/A)","D","D","4460","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042ya*","Patrick Kudla","UTA","D","D","4461","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*061i9*","Kirill Kudryavtsev","VAN","D","D","4462","FA","22","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*062qa*","Daylan Kuefler","NYI","F","F","4463","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04n1k*","Ryan Kuffner","(N/A)","F","F","4464","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01sr6*","Dmitry Kugryshev","WSH","F","F","4465","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04obc*","Karson Kuhlman","(N/A)","F","F","4466","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zt5*","Tom Kuhnhackl","NYI","F","F","4467","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06uvn*","Jasper Kuhta","(N/A)","F","F","4468","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060wq*","Yegor Kuimov","(N/A)","F","F","4469","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031ox*","Ryan Kujawinski","(N/A)","F","F","4470","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cb7*","Dean Kukan","(N/A)","D","D","4471","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ufs*","Kyle Kukkonen","(N/A)","F","F","4472","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qzs*","Miska Kukkonen","BUF","D","D","4473","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*015ov*","Arturs Kulda","(N/A)","D","D","4475","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03czb*","Edgars Kulda","UTA","F","F","4476","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*00qrv*","Nikolay Kulemin","(N/A)","F","F","4477","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xbg*","Jake Kulevich","EDM","D","D","4478","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060nf*","Kasper Kulonummi","NSH","D","D","4479","FA","22","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06buu*","Rasmus Kumpulainen","MIN","F","F","4480","FA","20","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06t3o*","Michal Kunc","UTA","F","F","4481","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*013b6*","Tomas Kundratek","(N/A)","D","D","4482","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03brn*","Cody Kunyk","(N/A)","F","F","4483","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oxp*","Jackson Kunz","VAN","F","F","4484","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042vr*","Janne Kuokkanen","NJD","F","F","4485","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ldf*","Rasmus Kupari","WPG","F","F","4486","FA","26","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yht*","Lubomir Kupco","(N/A)","F","F","4487","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02nph*","Sam Kurker","LAK","F","F","4489","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*043c5*","Daniel Kurovsky","(N/A)","F","F","4490","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uo5*","Connor Kurth","TBL","F","F","4491","FA","22","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02zo5*","John Kurtz","(N/A)","F","F","4492","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
